itemId,itemName,icon,rarity,slot,type,location
13084,Kaleidoscope Chain,inv_jewelry_amulet_07,rare,Neck,Neck,BOE
13085,Horizon Choker,inv_jewelry_necklace_11,rare,Neck,Neck,BOE
13087,River Pride Choker,inv_jewelry_necklace_09,rare,Neck,Neck,BOE
13088,Gazlowe's Charm,inv_jewelry_amulet_01,rare,Neck,Neck,BOE
13089,Skibi's Pendant,inv_jewelry_amulet_07,rare,Neck,Neck,
13091,Medallion of Grand Marshal Morris,inv_jewelry_talisman_08,rare,Neck,Neck,BOE
13093,Blush Ember Ring,inv_jewelry_ring_25,rare,Finger,Finger,BOE
13094,The Queen's Jewel,inv_jewelry_ring_26,rare,Finger,Finger,BOE
13095,Assault Band,inv_jewelry_ring_04,rare,Finger,Finger,BOE
13096,Band of the Hierophant,inv_jewelry_ring_17,rare,Finger,Finger,BOE
13097,Thunderbrow Ring,inv_jewelry_ring_09,rare,Finger,Finger,BOE
13098,Painweaver Band,inv_jewelry_ring_18,rare,Finger,Finger,UBRS
13099,Moccasins of the White Hare,inv_boots_05,rare,Feet,Cloth,BOE
13100,Furen's Boots,inv_boots_03,rare,Feet,Cloth,BOE
13101,Wolfrunner Shoes,inv_boots_05,rare,Feet,Cloth,BOE
13102,Cassandra's Grace,inv_jewelry_ring_03,rare,Head,Cloth,BOE
13103,Pads of the Venom Spider,inv_shoulder_18,rare,Shoulder,Cloth,BOE
13105,Sutarn's Ring,inv_belt_11,rare,Waist,Cloth,BOE
13106,Glowing Magical Bracelets,inv_bracer_19,rare,Wrist,Cloth,BOE
13107,Magiskull Cuffs,inv_bracer_13,rare,Wrist,Cloth,BOE
13108,Tigerstrike Mantle,inv_misc_pelt_04,rare,Back,Cloth,BOE
13109,Blackflame Cape,inv_misc_cape_20,rare,Back,Cloth,BOE
13110,Wolffear Harness,inv_chest_leather_04,rare,Chest,Leather,BOE
13111,Sandals of the Insurgent,inv_boots_fabric_01,rare,Feet,Leather,BOE
13112,Winged Helm,inv_helmet_19,rare,Head,Leather,BOE
13113,Feathermoon Headdress,inv_helmet_04,rare,Head,Leather,BOE
13114,Troll's Bane Leggings,inv_pants_06,rare,Legs,Leather,BOE
13115,Sheepshear Mantle,inv_shoulder_19,rare,Shoulder,Leather,BOE
13116,Spaulders of the Unseen,inv_shoulder_18,rare,Shoulder,Leather,BOE
13117,Ogron's Sash,inv_belt_15,rare,Waist,Leather,BOE
13118,Serpentine Sash,inv_belt_25,rare,Waist,Leather,BOE
13119,Enchanted Kodo Bracers,inv_bracer_09,rare,Wrist,Leather,BOE
13120,Deepfury Bracers,inv_bracer_07,rare,Wrist,Leather,BOE
13121,Wing of the Whelpling,inv_misc_cape_04,rare,Back,Cloth,BOE
13122,Dark Phantom Cape,inv_misc_cape_21,rare,Back,Cloth,BOE
13123,Dreamwalker Armor,inv_chest_chain_06,rare,Chest,Mail,BOE
13124,Ravasaur Scale Boots,inv_boots_01,rare,Feet,Mail,BOE
13125,Elven Chain Boots,inv_boots_01,rare,Feet,Mail,BOE
13126,Battlecaller Gauntlets,inv_gauntlets_10,rare,Hands,Mail,BOE
13127,Frostreaver Crown,inv_helmet_24,rare,Head,Mail,BOE
13128,High Bergg Helm,inv_helmet_18,rare,Head,Mail,BOE
13129,Firemane Leggings,inv_pants_03,rare,Legs,Mail,BOE
13130,Windrunner Legguards,inv_pants_03,rare,Legs,Mail,BOE
13131,Sparkleshell Mantle,inv_shoulder_18,rare,Shoulder,Mail,BOE
13132,Skeletal Shoulders,inv_shoulder_11,rare,Shoulder,Mail,BOE
13133,Drakesfire Epaulets,inv_shoulder_23,rare,Shoulder,Mail,BOE
13134,Belt of the Gladiator,inv_belt_23,rare,Waist,Mail,BOE
13135,Lordly Armguards,inv_bracer_17,rare,Wrist,Mail,BOE
13136,Lil Timmy's Peashooter,inv_weapon_rifle_08,rare,Ranged,Gun,BOE
13137,Ironweaver,inv_weapon_rifle_08,rare,Ranged,Gun,BOE
13138,The Silencer,inv_weapon_rifle_08,rare,Ranged,Gun,BOE
13139,Guttbuster,inv_weapon_rifle_08,rare,Ranged,Gun,BOE
13141,Tooth of Gnarr,inv_jewelry_necklace_09,rare,Neck,Neck,UBRS
13142,Brigam Girdle,inv_belt_33,rare,Waist,Plate,UBRS
13143,Mark of the Dragon Lord,inv_jewelry_ring_17,epic,Finger,Finger,LBRS
13144,Serenity Belt,inv_belt_07,rare,Waist,Cloth,BOE
13145,Enormous Ogre Belt,inv_belt_27,rare,Waist,Plate,BOE
13146,Shell Launcher Shotgun,inv_weapon_rifle_08,rare,Ranged,Gun,BOE
13148,Chillpike,inv_spear_05,rare,Two-hand,Polearm,LBRS
13161,Trindlehaven Staff,inv_staff_29,rare,Two-hand,Staff,LBRS
13162,Reiver Claws,inv_gauntlets_29,rare,Hands,Plate,LBRS
13163,Relentless Scythe,inv_sword_18,rare,Two-hand,Sword,LBRS
13164,Heart of the Scale,inv_misc_gem_bloodstone_01,rare,Trinket,Trinket,LBRS
13166,Slamshot Shoulders,inv_shoulder_23,rare,Shoulder,Plate,LBRS
13167,Fist of Omokk,inv_hammer_04,rare,Two-hand,Mace,LBRS
13168,Plate of the Shaman King,inv_chest_plate13,rare,Chest,Plate,LBRS
13169,Tressermane Leggings,inv_pants_09,rare,Legs,Leather,LBRS
13170,Skyshroud Leggings,inv_pants_13,rare,Legs,Cloth,LBRS
13171,Smokey's Lighter,spell_fire_searingtotem,uncommon,Trinket,Trinket,STRAT
13173,Flightblade Throwing Axe,inv_throwingaxe_06,rare,Thrown,Thrown,LBRS
13175,Voone's Twitchbow,inv_weapon_bow_10,uncommon,Ranged,Bow,
13177,Talisman of Evasion,inv_jewelry_amulet_04,rare,Neck,Neck,LBRS
13178,Rosewine Circle,inv_jewelry_ring_22,rare,Finger,Finger,LBRS
13179,Brazecore Armguards,inv_bracer_09,rare,Wrist,Mail,LBRS
13181,Demonskin Gloves,inv_gauntlets_15,rare,Hands,Cloth,LBRS
13182,Phase Blade,inv_sword_36,rare,One-hand,Sword,LBRS
13183,Venomspitter,inv_wand_10,rare,One-hand,Mace,LBRS
13184,Fallbrush Handgrips,inv_gauntlets_13,rare,Hands,Leather,LBRS
13185,Sunderseer Mantle,inv_shoulder_02,rare,Shoulder,Cloth,LBRS
13198,Hurd Smasher,inv_gauntlets_11,rare,One-hand,Fist Weapon,LBRS
13199,Crushridge Bindings,inv_bracer_19,rare,Wrist,Mail,BOE
13203,Armswake Cloak,inv_misc_cape_19,rare,Back,Cloth,LBRS
13204,Bashguuder,inv_mace_15,rare,One-hand,Mace,LBRS
13205,Rhombeard Protector,inv_shield_14,rare,Off Hand,Shield,LBRS
13206,Wolfshear Leggings,inv_pants_06,rare,Legs,Cloth,LBRS
13208,Bleak Howler Armguards,inv_bracer_07,rare,Wrist,Leather,LBRS
13209,Seal of the Dawn,inv_misc_armorkit_18,rare,Trinket,Trinket,
13210,Pads of the Dread Wolf,inv_boots_wolf,rare,Feet,Leather,LBRS
13211,Slashclaw Bracers,inv_bracer_07,rare,Wrist,Mail,LBRS
13212,Halycon's Spiked Collar,inv_belt_14,rare,Neck,Neck,LBRS
13213,Smolderweb's Eye,inv_misc_gem_pearl_01,rare,Trinket,Trinket,LBRS
13216,Crown of the Penitent,inv_helmet_06,uncommon,Head,Cloth,
13217,Band of the Penitent,inv_jewelry_ring_30,uncommon,Finger,Finger,
13218,Fang of the Crystal Spider,inv_weapon_shortblade_16,rare,One-hand,Dagger,LBRS
13243,Argent Defender,inv_shield_05,rare,Off Hand,Shield,
13244,Gilded Gauntlets,inv_gauntlets_29,rare,Hands,Mail,LBRS
13245,Kresh's Back,inv_shield_18,rare,Off Hand,Shield,
13246,Argent Avenger,inv_sword_05,rare,One-hand,Sword,
13248,Burstshot Harquebus,inv_weapon_rifle_06,rare,Ranged,Gun,
13249,Argent Crusader,inv_staff_13,rare,Two-hand,Staff,
13252,Cloudrunner Girdle,inv_belt_10,rare,Waist,Leather,LBRS
13253,Hands of Power,inv_gauntlets_14,rare,Hands,Cloth,LBRS
13254,Astral Guard,inv_shield_12,rare,Off Hand,Shield,
13255,Trueaim Gauntlets,inv_gauntlets_30,rare,Hands,Mail,LBRS
13257,Demonic Runed Spaulders,inv_shoulder_07,rare,Shoulder,Leather,LBRS
13258,Slaghide Gauntlets,inv_gauntlets_22,rare,Hands,Leather,LBRS
13259,Ribsteel Footguards,inv_boots_plate_08,rare,Feet,Plate,LBRS
13260,Wind Dancer Boots,inv_boots_01,rare,Feet,Mail,BOE
13261,Globe of D'sak,inv_wand_09,rare,Off Hand,Held In Off-Hand,LBRS
13282,Ogreseer Tower Boots,inv_boots_05,rare,Feet,Cloth,LBRS
13283,Magus Ring,spell_holy_innerfire,rare,Finger,Finger,LBRS
13284,Swiftdart Battleboots,inv_boots_01,rare,Feet,Mail,LBRS
13285,The Nicker,inv_weapon_halberd_11,rare,Two-hand,Axe,LBRS
13286,Rivenspike,inv_pick_05,rare,One-hand,Axe,LBRS
13314,Alanna's Embrace,inv_chest_cloth_12,epic,Chest,Cloth,SCHOLO
13315,Testament of Hope,inv_misc_book_06,uncommon,Off Hand,Held In Off-Hand,
13340,Cape of the Black Baron,inv_misc_cape_20,rare,Back,Cloth,STRAT
13344,Dracorian Gauntlets,inv_gauntlets_31,rare,Hands,Mail,STRAT
13345,Seal of Rivendare,inv_jewelry_ring_16,rare,Finger,Finger,STRAT
13346,Robes of the Exalted,inv_chest_cloth_08,rare,Chest,Cloth,STRAT
13348,Demonshear,inv_sword_14,rare,Two-hand,Sword,STRAT
13349,Scepter of the Unholy,inv_mace_07,rare,Main Hand,Mace,STRAT
13353,Book of the Dead,inv_misc_book_06,epic,Off Hand,Held In Off-Hand,STRAT
13358,Wyrmtongue Shoulders,inv_shoulder_24,rare,Shoulder,Leather,STRAT
13359,Crown of Tyranny,inv_helmet_03,rare,Head,Mail,STRAT
13360,Gift of the Elven Magi,inv_weapon_shortblade_15,rare,One-hand,Dagger,STRAT
13361,Skullforge Reaver,inv_sword_12,rare,One-hand,Sword,STRAT
13368,Bonescraper,inv_weapon_shortblade_12,rare,One-hand,Dagger,STRAT
13369,Fire Striders,inv_boots_05,rare,Feet,Cloth,STRAT
13371,Father Flame,inv_misc_orb_05,uncommon,Off Hand,Held In Off-Hand,UBRS
13372,Slavedriver's Cane,inv_staff_08,rare,Two-hand,Staff,STRAT
13373,Band of Flesh,inv_misc_bone_04,rare,Finger,Finger,STRAT
13374,Soulstealer Mantle,inv_shoulder_02,rare,Shoulder,Cloth,STRAT
13375,Crest of Retribution,inv_shield_19,rare,Off Hand,Shield,STRAT
13376,Royal Tribunal Cloak,inv_misc_cape_14,rare,Back,Cloth,STRAT
13377,Miniature Cannon Balls,inv_ammo_bullet_02,rare,Projectile,Bullet,STRAT
13378,Songbird Blouse,inv_chest_cloth_38,rare,Chest,Leather,STRAT
13379,Piccolo of the Flaming Fire,inv_misc_flute_01,rare,Trinket,Trinket,STRAT
13380,Willey's Portable Howitzer,inv_weapon_rifle_07,rare,Ranged,Gun,STRAT
13381,Master Cannoneer Boots,inv_boots_plate_09,rare,Feet,Plate,STRAT
13382,Cannonball Runner,inv_misc_bomb_04,rare,Trinket,Trinket,STRAT
13383,Woollies of the Prancing Minstrel,inv_pants_14,rare,Legs,Mail,STRAT
13384,Rainbow Girdle,inv_belt_30,rare,Waist,Plate,STRAT
13385,Tome of Knowledge,inv_misc_book_05,rare,Off Hand,Held In Off-Hand,STRAT
13386,Archivist Cape,inv_misc_cape_19,rare,Back,Cloth,STRAT
13387,Foresight Girdle,inv_belt_21,rare,Waist,Mail,STRAT
13388,The Postmaster's Tunic,inv_chest_leather_10,rare,Chest,Cloth,STRAT
13389,The Postmaster's Trousers,inv_pants_06,rare,Legs,Cloth,STRAT
13390,The Postmaster's Band,inv_misc_bandage_15,rare,Head,Cloth,STRAT
13391,The Postmaster's Treads,inv_boots_02,rare,Feet,Cloth,STRAT
13392,The Postmaster's Seal,inv_jewelry_ring_23,rare,Finger,Finger,STRAT
13393,Malown's Slam,inv_mace_01,rare,Two-hand,Mace,STRAT
13394,Skul's Cold Embrace,inv_chest_chain_15,rare,Chest,Plate,STRAT
13395,Skul's Fingerbone Claws,inv_gauntlets_27,rare,Hands,Leather,STRAT
13396,Skul's Ghastly Touch,inv_misc_bone_elfskull_01,rare,Ranged,Wand,STRAT
13397,Stoneskin Gargoyle Cape,inv_misc_cape_19,rare,Back,Cloth,STRAT
13398,Boots of the Shrieker,inv_boots_08,rare,Feet,Leather,SCHOLO
13399,Gargoyle Shredder Talons,inv_gauntlets_11,rare,Off Hand,Fist Weapon,STRAT
13400,Vambraces of the Sadist,inv_bracer_17,rare,Wrist,Plate,STRAT
13401,The Cruel Hand of Timmy,inv_misc_bone_elfskull_01,rare,One-hand,Mace,STRAT
13402,Timmy's Galoshes,inv_boots_01,rare,Feet,Mail,STRAT
13403,Grimgore Noose,inv_belt_02,rare,Waist,Cloth,STRAT
13404,Mask of the Unforgiven,inv_misc_bandana_01,rare,Head,Leather,STRAT
13405,Wailing Nightbane Pauldrons,inv_shoulder_25,rare,Shoulder,Plate,STRAT
13408,Soul Breaker,inv_weapon_halberd_05,rare,Main Hand,Axe,STRAT
13409,Tearfall Bracers,inv_bracer_13,rare,Wrist,Cloth,STRAT
13473,Felstone Good Luck Charm,inv_jewelry_talisman_11,uncommon,Neck,Neck,
13474,Farmer Dalson's Shotgun,inv_weapon_rifle_04,uncommon,Ranged,Gun,
13475,Dalson Family Wedding Ring,inv_jewelry_ring_03,uncommon,Finger,Finger,
13498,Handcrafted Mastersmith Leggings,inv_pants_04,rare,Legs,Plate,UBRS
13502,Handcrafted Mastersmith Girdle,inv_belt_23,rare,Waist,Plate,UBRS
13505,Runeblade of Baron Rivendare,inv_sword_17,epic,Two-hand,Sword,STRAT
13515,Ramstein's Lightning Bolts,inv_misc_gear_06,rare,Trinket,Trinket,STRAT
13524,Skull of Burning Shadows,inv_misc_bone_humanskull_01,rare,Off Hand,Held In Off-Hand,STRAT
13525,Darkbind Fingers,inv_gauntlets_15,uncommon,Hands,Cloth,STRAT
13526,Flamescarred Girdle,inv_belt_09,uncommon,Waist,Leather,STRAT
13527,Lavawalker Greaves,inv_boots_plate_09,uncommon,Feet,Plate,STRAT
13528,Twilight Void Bracers,inv_bracer_16,uncommon,Wrist,Mail,STRAT
13529,Husk of Nerub'enkan,inv_shield_02,rare,Off Hand,Shield,STRAT
13530,Fangdrip Runners,inv_boots_05,uncommon,Feet,Cloth,STRAT
13531,Crypt Stalker Leggings,inv_pants_09,uncommon,Legs,Leather,STRAT
13532,Darkspinner Claws,inv_gauntlets_31,uncommon,Hands,Mail,STRAT
13533,Acid-etched Pauldrons,inv_shoulder_18,uncommon,Shoulder,Plate,STRAT
13534,Banshee Finger,inv_weapon_shortblade_18,rare,Ranged,Wand,STRAT
13535,Coldtouch Phantom Wraps,inv_chest_cloth_47,uncommon,Chest,Cloth,STRAT
13537,Chillhide Bracers,inv_bracer_07,uncommon,Wrist,Leather,STRAT
13538,Windshrieker Pauldrons,inv_shoulder_13,uncommon,Shoulder,Mail,STRAT
13539,Banshee's Touch,inv_gauntlets_29,uncommon,Hands,Plate,STRAT
13544,Spectral Essence,inv_misc_orb_05,uncommon,Trinket,Trinket,
13602,Greater Spellstone,inv_misc_gem_sapphire_01,common,Off Hand,Held In Off-Hand,
13603,Major Spellstone,inv_misc_gem_sapphire_01,common,Off Hand,Held In Off-Hand,
13699,Firestone,inv_misc_gem_bloodstone_02,common,Relic,Relic,
13700,Greater Firestone,inv_misc_gem_bloodstone_02,common,Off Hand,Held In Off-Hand,
13701,Major Firestone,inv_misc_gem_bloodstone_02,common,Off Hand,Held In Off-Hand,
13816,Fine Longsword,inv_sword_27,poor,Main Hand,Sword,
13817,Tapered Greatsword,inv_sword_39,poor,Two-hand,Sword,
13818,Jagged Axe,inv_throwingaxe_03,poor,Main Hand,Axe,
13819,Balanced War Axe,inv_throwingaxe_06,poor,Two-hand,Axe,
13820,Clout Mace,inv_mace_01,poor,Main Hand,Mace,
13821,Bulky Maul,inv_hammer_16,poor,Two-hand,Mace,
13822,Spiked Dagger,inv_weapon_shortblade_05,poor,One-hand,Dagger,
13823,Stout War Staff,inv_staff_18,poor,Two-hand,Staff,
13824,Recurve Long Bow,inv_weapon_bow_02,poor,Ranged,Bow,
13825,Primed Musket,inv_weapon_rifle_01,poor,Ranged,Gun,
13856,Runecloth Belt,inv_belt_15,uncommon,Waist,Cloth,Crafted
13857,Runecloth Tunic,inv_chest_cloth_04,uncommon,Chest,Cloth,Crafted
13858,Runecloth Robe,inv_chest_cloth_04,uncommon,Chest,Cloth,Crafted
13860,Runecloth Cloak,inv_misc_cape_10,uncommon,Back,Cloth,Crafted
13863,Runecloth Gloves,inv_gauntlets_25,uncommon,Hands,Cloth,Crafted
13864,Runecloth Boots,inv_boots_05,uncommon,Feet,Cloth,Crafted
13865,Runecloth Pants,inv_pants_09,uncommon,Legs,Cloth,Crafted
13866,Runecloth Headband,inv_misc_bandana_03,uncommon,Head,Cloth,Crafted
13867,Runecloth Shoulders,inv_shoulder_21,uncommon,Shoulder,Cloth,Crafted
13868,Frostweave Robe,inv_chest_cloth_03,uncommon,Chest,Cloth,Crafted
13869,Frostweave Tunic,inv_chest_cloth_08,uncommon,Chest,Cloth,Crafted
13870,Frostweave Gloves,inv_gauntlets_05,uncommon,Hands,Cloth,Crafted
13871,Frostweave Pants,inv_pants_08,uncommon,Legs,Cloth,Crafted
13895,Formal Dangui,inv_chest_cloth_29,common,Chest,Chest,
13896,Dark Green Wedding Hanbok,inv_chest_cloth_23,common,Chest,Chest,
13897,White Traditional Hanbok,inv_chest_cloth_50,common,Chest,Chest,
13898,Royal Dangui,inv_chest_cloth_30,common,Chest,Chest,
13899,Red Traditional Hanbok,inv_chest_cloth_24,common,Chest,Chest,
13900,Green Wedding Hanbok,inv_chest_cloth_22,common,Chest,Chest,
13937,Headmaster's Charge,inv_jewelry_talisman_12,epic,Two-hand,Staff,SCHOLO
13938,Bonecreeper Stylus,inv_misc_bone_taurenskull_01,rare,Ranged,Wand,SCHOLO
13944,Tombstone Breastplate,inv_chest_chain_17,rare,Chest,Leather,SCHOLO
13950,Detention Strap,inv_belt_09,rare,Waist,Mail,SCHOLO
13951,Vigorsteel Vambraces,inv_bracer_18,rare,Wrist,Plate,SCHOLO
13952,Iceblade Hacker,inv_axe_03,rare,Main Hand,Axe,SCHOLO
13953,Silent Fang,inv_sword_41,rare,Main Hand,Sword,SCHOLO
13954,Verdant Footpads,inv_boots_08,rare,Feet,Leather,STRAT
13955,Stoneform Shoulders,inv_shoulder_25,rare,Shoulder,Plate,SCHOLO
13956,Clutch of Andros,inv_belt_12,rare,Waist,Cloth,SCHOLO
13957,Gargoyle Slashers,inv_gauntlets_09,rare,Hands,Leather,SCHOLO
13958,Wyrmthalak's Shackles,inv_bracer_04,rare,Wrist,Cloth,
13959,Omokk's Girth Restrainer,inv_belt_13,rare,Waist,Plate,
13960,Heart of the Fiend,inv_misc_orb_03,rare,Neck,Neck,SCHOLO
13961,Halycon's Muzzle,inv_shoulder_24,rare,Shoulder,Leather,
13962,Vosh'gajin's Strand,inv_belt_15,rare,Waist,Leather,
13963,Voone's Vice Grips,inv_gauntlets_15,rare,Hands,Mail,
13964,Witchblade,inv_weapon_shortblade_25,rare,One-hand,Dagger,SCHOLO
13965,Blackhand's Breadth,inv_misc_armorkit_09,rare,Trinket,Trinket,LBRS
13966,Mark of Tyranny,inv_jewelry_talisman_09,rare,Trinket,Trinket,LBRS
13967,Windreaver Greaves,inv_boots_plate_04,rare,Feet,Mail,SCHOLO
13968,Eye of the Beast,inv_jewelry_talisman_08,rare,Trinket,Trinket,LBRS
13969,Loomguard Armbraces,inv_bracer_16,rare,Wrist,Mail,SCHOLO
13982,Warblade of Caer Darrow,inv_sword_39,rare,Two-hand,Sword,
13983,Gravestone War Axe,inv_weapon_halberd_09,rare,Two-hand,Axe,SCHOLO
13984,Darrowspike,inv_weapon_shortblade_21,rare,One-hand,Dagger,
13986,Crown of Caer Darrow,inv_crown_01,rare,Head,Cloth,
14002,Darrowshire Strongguard,inv_shield_05,rare,Off Hand,Shield,
14022,Barov Peasant Caller,inv_misc_bell_01,rare,Trinket,Trinket,
14023,Barov Peasant Caller,inv_misc_bell_01,rare,Trinket,Trinket,
14024,Frightalon,inv_weapon_shortblade_16,rare,One-hand,Dagger,SCHOLO
14025,Mystic's Belt,inv_belt_26,uncommon,Waist,Cloth,
14042,Cindercloth Vest,inv_chest_cloth_07,uncommon,Chest,Cloth,Crafted
14043,Cindercloth Gloves,inv_gauntlets_05,uncommon,Hands,Cloth,Crafted
14044,Cindercloth Cloak,inv_misc_cape_18,uncommon,Back,Cloth,Crafted
14045,Cindercloth Pants,inv_pants_06,uncommon,Legs,Cloth,Crafted
14086,Beaded Sandals,inv_boots_09,common,Feet,Cloth,
14087,Beaded Cuffs,inv_bracer_12,common,Wrist,Cloth,
14088,Beaded Cloak,inv_misc_cape_10,common,Back,Cloth,
14089,Beaded Gloves,inv_gauntlets_18,common,Hands,Cloth,
14090,Beaded Britches,inv_pants_02,uncommon,Legs,Cloth,
14091,Beaded Robe,inv_chest_cloth_22,uncommon,Chest,Cloth,
14093,Beaded Cord,inv_belt_02,common,Waist,Cloth,
14094,Beaded Wraps,inv_shirt_05,uncommon,Chest,Cloth,
14095,Native Bands,inv_bracer_08,common,Wrist,Cloth,
14096,Native Vest,inv_shirt_05,uncommon,Chest,Cloth,
14097,Native Pants,inv_pants_02,uncommon,Legs,Cloth,
14098,Native Cloak,inv_misc_cape_10,common,Back,Cloth,
14099,Native Sash,inv_belt_24,common,Waist,Cloth,
14100,Brightcloth Robe,inv_chest_cloth_26,uncommon,Chest,Cloth,Crafted
14101,Brightcloth Gloves,inv_gauntlets_21,uncommon,Hands,Cloth,Crafted
14102,Native Handwraps,inv_gauntlets_05,common,Hands,Cloth,
14103,Brightcloth Cloak,inv_misc_cape_11,uncommon,Back,Cloth,Crafted
14104,Brightcloth Pants,inv_pants_09,uncommon,Legs,Cloth,Crafted
14106,Felcloth Robe,inv_chest_cloth_09,uncommon,Chest,Cloth,Crafted
14107,Felcloth Pants,inv_pants_06,uncommon,Legs,Cloth,Crafted
14108,Felcloth Boots,inv_boots_05,uncommon,Feet,Cloth,Crafted
14109,Native Robe,inv_chest_cloth_21,uncommon,Chest,Cloth,
14110,Native Sandals,inv_boots_09,common,Feet,Cloth,
14111,Felcloth Hood,inv_helmet_34,uncommon,Head,Cloth,Crafted
14112,Felcloth Shoulders,inv_shoulder_23,uncommon,Shoulder,Cloth,Crafted
14113,Aboriginal Sash,inv_belt_05,uncommon,Waist,Cloth,
14114,Aboriginal Footwraps,inv_boots_wolf,uncommon,Feet,Cloth,
14115,Aboriginal Bands,inv_bracer_08,common,Wrist,Cloth,
14116,Aboriginal Cape,inv_misc_cape_18,common,Back,Cloth,
14117,Aboriginal Gloves,inv_gauntlets_18,uncommon,Hands,Cloth,
14119,Aboriginal Loincloth,inv_pants_wolf,uncommon,Legs,Cloth,
14120,Aboriginal Robe,inv_chest_cloth_16,uncommon,Chest,Cloth,
14121,Aboriginal Vest,inv_chest_leather_01,uncommon,Chest,Cloth,
14122,Ritual Bands,inv_bracer_10,uncommon,Wrist,Cloth,
14123,Ritual Cape,inv_misc_cape_14,uncommon,Back,Cloth,
14124,Ritual Gloves,inv_gauntlets_18,uncommon,Hands,Cloth,
14125,Ritual Leggings,inv_pants_09,uncommon,Legs,Cloth,
14126,Ritual Amice,inv_shoulder_09,common,Shoulder,Cloth,
14127,Ritual Shroud,inv_chest_cloth_18,uncommon,Chest,Cloth,
14128,Wizardweave Robe,inv_chest_cloth_46,uncommon,Chest,Cloth,Crafted
14129,Ritual Sandals,inv_boots_03,uncommon,Feet,Cloth,
14130,Wizardweave Turban,inv_helmet_63,uncommon,Head,Cloth,Crafted
14131,Ritual Belt,inv_belt_05,uncommon,Waist,Cloth,
14132,Wizardweave Leggings,inv_pants_09,uncommon,Legs,Cloth,Crafted
14133,Ritual Tunic,inv_shirt_05,uncommon,Chest,Cloth,
14134,Cloak of Fire,inv_misc_cape_18,rare,Back,Cloth,Crafted
14136,Robe of Winter Night,inv_chest_cloth_49,rare,Chest,Cloth,Crafted
14137,Mooncloth Leggings,inv_pants_13,rare,Legs,Cloth,Crafted
14138,Mooncloth Vest,inv_chest_cloth_08,rare,Chest,Cloth,Crafted
14139,Mooncloth Shoulders,inv_shoulder_02,rare,Shoulder,Cloth,Crafted
14140,Mooncloth Circlet,inv_misc_bandana_01,rare,Head,Cloth,Crafted
14141,Ghostweave Vest,inv_shirt_08,uncommon,Chest,Cloth,Crafted
14142,Ghostweave Gloves,inv_gauntlets_05,uncommon,Hands,Cloth,Crafted
14143,Ghostweave Belt,inv_belt_16,uncommon,Waist,Cloth,Crafted
14144,Ghostweave Pants,inv_pants_01,uncommon,Legs,Cloth,Crafted
14145,Cursed Felblade,inv_weapon_shortblade_12,uncommon,Main Hand,Sword,
14146,Gloves of Spell Mastery,inv_gauntlets_06,epic,Hands,Cloth,Crafted
14147,Cavedweller Bracers,inv_bracer_07,uncommon,Wrist,Mail,
14148,Crystalline Cuffs,inv_bracer_13,uncommon,Wrist,Cloth,
14149,Subterranean Cape,inv_misc_cape_18,uncommon,Back,Cloth,
14150,Robe of Evocation,inv_chest_cloth_24,uncommon,Chest,Cloth,
14151,Chanting Blade,inv_weapon_shortblade_25,uncommon,One-hand,Dagger,
14152,Robe of the Archmage,inv_chest_cloth_38,epic,Chest,Cloth,Crafted
14153,Robe of the Void,inv_chest_cloth_51,epic,Chest,Cloth,Crafted
14154,Truefaith Vestments,inv_chest_cloth_31,epic,Chest,Cloth,Crafted
14157,Pagan Mantle,inv_shoulder_06,common,Shoulder,Cloth,
14158,Pagan Vest,inv_shirt_07,uncommon,Chest,Cloth,
14159,Pagan Shoes,inv_boots_05,uncommon,Feet,Cloth,
14160,Pagan Bands,inv_bracer_11,uncommon,Wrist,Cloth,
14161,Pagan Cape,inv_misc_cape_10,uncommon,Back,Cloth,
14162,Pagan Mitts,inv_gauntlets_05,uncommon,Hands,Cloth,
14163,Pagan Wraps,inv_chest_cloth_20,uncommon,Chest,Cloth,
14164,Pagan Belt,inv_belt_24,uncommon,Waist,Cloth,
14165,Pagan Britches,inv_pants_02,uncommon,Legs,Cloth,
14166,Buccaneer's Bracers,inv_bracer_12,uncommon,Wrist,Cloth,
14167,Buccaneer's Cape,inv_misc_cape_18,uncommon,Back,Cloth,
14168,Buccaneer's Gloves,inv_gauntlets_16,uncommon,Hands,Cloth,
14169,Aboriginal Shoulder Pads,inv_shoulder_06,common,Shoulder,Cloth,
14170,Buccaneer's Mantle,inv_shoulder_13,common,Shoulder,Cloth,
14171,Buccaneer's Pants,inv_pants_06,uncommon,Legs,Cloth,
14172,Buccaneer's Robes,inv_chest_cloth_18,uncommon,Chest,Cloth,
14173,Buccaneer's Cord,inv_belt_22,uncommon,Waist,Cloth,
14174,Buccaneer's Boots,inv_boots_05,uncommon,Feet,Cloth,
14175,Buccaneer's Vest,inv_shirt_08,uncommon,Chest,Cloth,
14176,Watcher's Boots,inv_boots_05,uncommon,Feet,Cloth,
14177,Watcher's Cuffs,inv_bracer_06,uncommon,Wrist,Cloth,
14178,Watcher's Cap,inv_helmet_32,uncommon,Head,Cloth,
14179,Watcher's Cape,inv_misc_cape_15,uncommon,Back,Cloth,
14180,Watcher's Jerkin,inv_shirt_06,uncommon,Chest,Cloth,
14181,Watcher's Handwraps,inv_gauntlets_05,uncommon,Hands,Cloth,
14182,Watcher's Mantle,inv_shoulder_09,uncommon,Shoulder,Cloth,
